FechaDocumento,Pico_0_B_M_A_TOP,Pico_B_M_A,EsFechaNomina,EsMayor2M,EsFinSemana,TotalVentaNeta,VentaContado,VentaCredito,UnidadesKit,TotalDsctos,Gramos,VentasNORTE,VentasOCCIDENTE,VentasCENTROORIENTE,Dolar,IPC,EsPicoAumetado,EsFechaEspecial
45380,0.5,0.33,0,0,0,1024000,1024000,0,19,0,200,764500,0,259500,0.38455,0.061129032,0,0
45381,0.75,0.66,0,1,1,2961000,2961000,0,44,0,440,839500,55000,2066500,0.386129,0.060774194,0,0
45382,0.5,0.33,0,0,1,1986800,1986800,0,39,0,390,1419500,0,567300,0.3858,0.060419355,0,0
45383,0.75,0.66,1,1,0,3723350,3723350,0,65,0,650,631850,1037500,2054000,0.3857,0.060064516,3000000,1
45384,0.75,0.66,1,1,0,3092900,3092900,0,62,0,630,691800,755000,1646100,0.3857,0.059709677,0,0
45385,0.5,0.33,1,0,0,1999000,1999000,0,53,0,530,554200,464800,980000,0.3857,59.0,0,0
45386,0.75,0.66,1,1,0,3222100,3222100,0,53,0,530,390800,828000,2003300,0.385933,59.0,3000000,1
45387,1.0,0.66,1,1,0,4679600,4679600,0,90,0,900,749500,1332600,2597500,0.38149,0.058466667,3000000,1
45388,1.0,0.66,0,1,1,5131650,5131650,0,92,0,960,1148100,992900,2990650,0.38115,0.057933333,3000000,1
45389,0.75,0.66,0,1,1,2597500,2597500,0,54,0,540,1427000,0,1170500,0.378075,0.0574,0,0
45390,0.75,0.66,0,1,0,2269500,2269500,0,39,0,400,669200,519500,1080800,0.376721,0.056866667,0,0
45391,0.5,0.33,0,0,0,1181100,1181100,0,27,0,270,427300,253500,500300,0.376721,0.056333333,0,0
45392,0.75,0.66,0,1,0,3688650,3688650,0,72,0,720,1595300,1024500,1068850,0.376721,0.0558,3000000,1
45393,0.75,0.66,0,1,0,2705200,2705200,0,66,0,670,430500,730100,1544600,0.37623,0.055266667,0,0
45394,0.75,0.66,0,1,0,3087200,3087200,0,71,0,710,610700,993500,1483000,0.376966,0.054733333,0,0
45395,0.75,0.66,0,1,1,3815800,3815800,0,76,0,760,1352300,1025000,1438500,0.380509,0.0542,3000000,1
45396,0.75,0.66,0,1,1,2407600,2407600,0,35,0,350,477300,0,1930300,0.38215,0.053666667,0,0
45397,0.75,0.66,1,1,0,2470900,2470900,0,49,0,490,318900,563000,1589000,0.385412,0.053133333,0,0
45398,0.75,0.66,1,1,0,3645700,3645700,0,66,0,660,1021500,572300,2051900,0.385412,0.0526,3000000,1
45399,0.5,0.33,1,0,0,1544500,1544500,0,39,0,390,351900,432500,760100,0.385412,0.052066667,0,0
45400,0.5,0.33,1,0,0,1479900,1479900,0,35,0,350,388900,237500,853500,0.39075,0.051533333,0,0
45401,0.75,0.66,1,1,0,3895150,3895150,0,61,0,610,2281600,482000,1131550,0.392027,51.0,3000000,1
45402,0.75,0.66,1,1,1,3610900,3610900,0,75,0,750,1188100,1430900,991900,0.389237,0.050466667,0,0
45403,0.75,0.66,0,1,1,3367000,3367000,0,43,0,430,2296350,0,1070650,0.392287,0.049933333,0,0
45404,0.75,0.66,0,1,0,2975800,2975800,0,61,0,610,946500,715200,1314100,0.390462,0.0494,0,0
45405,0.5,0.33,0,0,0,1948500,1948500,0,38,0,380,828500,351500,768500,0.390462,0.048866667,0,0
45406,0.5,0.33,0,0,0,1876000,1876000,0,51,0,510,278700,452000,1145300,0.390462,0.048333333,0,0
45407,0.75,0.66,0,1,0,2905600,2905600,0,64,0,650,843000,1282000,780600,0.391283,0.0478,0,0
45408,0.5,0.33,0,0,0,1761300,1761300,0,47,0,470,701300,542500,517500,0.38965,0.047266667,0,0
45409,1.0,0.66,0,1,1,4499300,4499300,0,85,0,850,2010100,662000,1827200,0.3939,0.046733333,3000000,1
45410,0.5,0.33,0,0,1,1780400,1780400,0,36,0,370,998800,0,781600,0.39625,0.0462,0,0
45411,0.5,0.33,0,0,0,1984100,1984100,0,47,0,470,526700,294500,1162900,0.389217,0.045666667,0,0
45412,0.75,0.66,0,1,0,3004700,3004700,0,72,0,750,532800,842100,1629800,0.389217,0.045133333,3000000,1
45413,1.0,0.66,1,1,0,4099600,4099600,0,72,0,720,2626500,0,1473100,0.389217,0.0446,3000000,1
45414,0.75,0.66,1,1,0,3483500,3483500,0,72,0,730,426300,516500,2540700,0.385637,0.044066667,0,0
45415,1.0,0.66,1,1,0,4237400,4237400,0,80,0,800,1884700,855000,1497700,0.39205,43.0,3000000,1
45416,1.0,0.66,1,1,1,4949100,4949100,0,99,0,1000,1581400,1160200,2207500,0.3913,43.0,3000000,1
45417,1.0,0.66,1,1,1,4312920,4312920,0,65,0,650,884600,0,3428320,0.389809,0.042645161,0,0
45418,0.5,0.33,0,0,0,1084500,1084500,0,30,0,300,308600,429800,346100,0.390285,0.042290323,0,0
45419,0.75,0.66,0,1,0,2405800,2405800,0,53,0,530,746900,621000,1037900,0.390285,0.041935484,0,0
45420,0.5,0.33,0,0,0,1915200,1915200,0,50,0,500,558700,594000,762500,0.390285,0.041580645,0,0
45421,0.75,0.66,0,1,0,2171480,2171480,0,41,0,410,755680,608500,807300,0.389276,0.041225807,0,0
45422,0.75,0.66,0,1,0,2811900,2811900,0,60,0,600,1469900,743800,598200,0.3889,0.040870968,3000000,1
45423,1.0,0.66,0,1,1,4386680,4386680,0,103,0,1080,1598500,1258190,1529990,0.3898,0.040516129,3000000,1
45424,0.75,0.66,0,1,1,3917890,3917890,0,72,0,720,651700,1780090,1486100,0.38875,0.04016129,0,0
45425,0.5,0.33,0,0,0,1800790,1800790,0,38,0,380,520900,0,1279890,0.38915,0.039806452,0,0
45426,0.75,0.66,0,1,0,2052600,2052600,0,56,0,560,485700,612900,954000,0.38915,0.039451613,0,0
45427,0.25,0.33,1,0,0,784000,784000,0,28,0,280,141400,383000,259600,0.38915,0.039096774,0,0
45428,0.75,0.66,1,1,0,2402400,2402400,0,59,0,610,466200,373500,1562700,0.388411,0.038741936,3000000,1
45429,0.75,0.66,1,1,0,2203390,2203390,0,50,0,500,575790,298500,1329100,0.38415,0.038387097,3000000,1
45430,0.75,0.66,1,1,1,2842900,2842900,0,64,0,640,741300,752000,1349600,0.381808,0.038032258,3000000,1
45431,0.75,0.66,1,1,1,2226790,2226790,0,35,0,350,1307890,0,918900,0.3824,0.037677419,0,0
45432,0.75,0.66,1,1,0,2312800,2312800,0,60,0,600,451000,1325500,536300,0.382787,0.037322581,0,0
45433,0.75,0.66,0,1,0,2069900,2069900,0,50,0,500,780800,581500,707600,0.382787,0.036967742,0,0
45434,0.25,0.33,0,0,0,987900,987900,0,39,0,390,94300,324500,569100,0.382787,0.036612903,0,0
45435,0.5,0.33,0,0,0,1549000,1549000,0,41,0,410,268300,878500,402200,0.381809,0.036258065,0,0
45436,0.75,0.66,0,1,0,2776600,2776600,0,63,0,640,1669400,659000,448200,0.381759,0.035903226,3000000,1
45437,1.0,0.66,0,1,1,4093300,4093300,0,89,0,890,2082400,725000,1285900,0.382848,0.035548387,3000000,1
45438,0.5,0.33,0,0,1,1194700,1194700,0,34,0,340,325600,0,869100,0.386975,0.035193548,0,0
45439,0.5,0.33,0,0,0,1373200,1373200,0,39,0,390,230700,590000,552500,0.387209,0.03483871,0,0
45440,0.5,0.33,0,0,0,1317500,1317500,0,43,0,430,299200,591500,426800,0.387209,0.034483871,0,0
45441,0.5,0.33,0,0,0,1473590,1473590,0,33,0,330,856490,170500,446600,0.387209,0.034129032,0,0
45442,0.75,0.66,0,1,0,2865900,2865900,0,50,0,500,364400,1520500,981000,0.38687,0.033774194,3000000,1
45443,1.0,0.66,0,1,0,4331300,4331300,0,100,0,1000,1442700,1127300,1761300,0.383516,0.033419355,3000000,1
45444,0.75,0.66,1,1,1,3498600,3498600,0,94,0,940,1565700,1111100,821800,0.3867,0.033064516,0,0
45445,0.5,0.33,1,0,1,1459200,1459200,0,35,0,350,838200,0,621000,0.38625,0.032709677,0,0
45446,0.75,0.66,1,1,0,2746100,2746100,0,50,0,510,1951000,0,795100,0.385516,32.0,0,0
45447,0.75,0.66,1,1,0,2528700,2528700,0,49,0,500,740100,334500,1454100,0.385516,32.0,0,0
45448,0.75,0.66,1,1,0,2277500,2277500,0,56,0,560,807500,564500,905500,0.385516,0.0316,0,0
45449,0.5,0.33,0,0,0,1360290,1360290,0,34,0,340,545690,529000,285600,0.385114,0.0312,0,0
45450,0.75,0.66,0,1,0,2984490,2984490,0,68,0,680,773890,429500,1781100,0.39315,0.0308,3000000,1
45451,1.0,0.66,0,1,1,4526800,4526800,0,89,0,930,1771000,1230500,1525300,0.39275,0.0304,3000000,1
45452,0.5,0.33,0,0,1,1483200,1483200,0,29,0,290,1282200,0,201000,0.393673,0.03,0,0
45453,0.5,0.33,0,0,0,1984100,1984100,0,44,0,440,670400,0,1313700,0.3936,0.0296,0,0
45454,0.5,0.33,0,0,0,1316070,1316070,0,35,0,350,516470,387600,412000,0.3936,0.0292,0,0
45455,0.75,0.66,0,1,0,2267900,2267900,0,63,0,630,734800,628600,904500,0.3936,0.0288,0,0
45456,0.5,0.33,0,0,0,1175100,1175100,0,41,0,410,366500,497300,311300,0.393572,0.0284,0,0
45457,0.75,0.66,0,1,0,2651600,2651600,0,60,0,610,1280900,607500,763200,0.39885,28.0,3000000,1
45458,1.0,0.66,1,1,1,5685900,5685900,0,118,0,1180,2756800,1915700,1013400,0.402049,0.0276,3000000,1
45459,0.75,0.66,1,1,1,3323490,3323490,0,76,0,770,1237500,1039000,1046990,0.41425,0.0272,0,0
45460,0.75,0.66,1,1,0,2186100,2186100,0,57,0,570,494900,638000,1053200,0.412825,0.0268,0,0
45461,0.75,0.66,1,1,0,2918000,2918000,0,65,0,670,1005700,463500,1448800,0.412825,0.0264,0,0
45462,0.5,0.33,1,0,0,1804000,1804000,0,47,0,470,715600,563900,524500,0.412825,26.0,0,0
45463,0.75,0.66,1,1,0,2457900,2457900,0,72,0,720,767200,377000,1313700,0.413183,0.0256,0,0
45464,0.75,0.66,0,1,0,2427900,2427900,0,66,0,670,695200,808100,924600,0.41425,0.0252,0,0
45465,1.0,0.66,0,1,1,4472550,4472550,0,104,0,1040,1882800,617700,1972050,0.416142,0.0248,0,0
45466,0.75,0.66,0,1,1,3113900,3113900,0,43,0,430,1536000,0,1577900,0.416473,0.0244,0,0
45467,0.5,0.33,0,0,0,1431050,1431050,0,34,0,350,151800,635500,643750,0.414791,24.0,0,0
45468,0.75,0.66,0,1,0,2136900,2136900,0,55,0,550,290300,800000,1046600,0.414791,0.0236,0,0
45469,0.75,0.66,0,1,0,2818400,2818400,0,67,0,670,482400,629000,1707000,0.414791,0.0232,3000000,1
45470,0.5,0.33,0,0,0,1981700,1981700,0,51,0,510,958400,289000,734300,0.408391,0.0228,0,0
45471,0.75,0.66,0,1,0,2040050,2040050,0,52,0,540,1181500,550950,307600,0.408697,0.0224,0,0
45472,0.75,0.66,0,1,1,2734500,2734500,0,61,0,620,1716850,654400,363250,0.41445,22.0,0,0
45473,0.75,0.66,0,1,1,2407100,2407100,0,40,0,400,1950750,0,456350,0.417175,0.0216,0,0
45474,0.75,0.66,1,1,0,2021600,2021600,0,47,0,480,1540500,0,481100,0.414865,0.0212,0,0
45475,0.75,0.66,1,1,0,3399900,3399900,0,60,0,610,2239600,841100,319200,0.414865,0.0208,3000000,1
45476,0.75,0.66,1,1,0,2508700,2508700,0,61,0,610,1098900,965500,444300,0.414865,0.02,0,0
45477,0.75,0.66,1,1,0,3976400,3976400,0,76,0,760,578400,1771000,1627000,0.4133,0.02,3000000,1
45478,0.75,0.66,1,1,0,2621300,2621300,0,60,0,600,776000,696500,1148800,0.412188,0.019677419,0,0
45479,0.75,0.66,0,1,1,3889100,3889100,0,102,0,1020,1164800,871900,1852400,0.41045,0.019354839,3000000,1
45480,1.0,0.66,0,1,1,4847800,4847800,0,74,0,750,2665900,0,2181900,0.40914,0.019032258,3000000,1
45481,0.5,0.33,0,0,0,1760300,1760300,0,52,0,520,518600,354500,887200,0.408107,0.018709677,0,0
45482,0.75,0.66,0,1,0,3430700,3430700,0,67,0,670,805100,1142000,1483600,0.408107,0.018387097,0,0
45483,0.75,0.66,0,1,0,2346850,2346850,0,50,0,510,475900,493000,1377950,0.408107,0.018064516,0,0
45484,0.5,0.33,0,0,0,1416290,1416290,0,45,0,470,534300,231400,650590,0.40445,0.017741936,0,0
45485,0.75,0.66,0,1,0,2069300,2069300,0,55,0,550,943200,415500,710600,0.40105,0.017419355,3000000,1
45486,0.75,0.66,0,1,1,3834400,3834400,0,98,0,980,1805100,796500,1232800,0.396505,0.017096774,3000000,1
45487,0.5,0.33,0,0,1,1100900,1100900,0,24,0,240,364500,0,736400,0.397482,0.016774194,0,0
45488,0.75,0.66,1,1,0,3227300,3227300,0,59,0,600,1240400,455000,1531900,0.392733,0.016451613,0,0
45489,0.75,0.66,1,1,0,2512650,2512650,0,61,0,610,541750,343500,1627400,0.392733,0.016129032,0,0
45490,0.75,0.66,1,1,0,2492500,2492500,0,57,0,580,669300,709500,1113700,0.392733,0.015806452,0,0
45491,0.75,0.66,1,1,0,2584800,2584800,0,47,0,470,889350,73000,1622450,0.39436,0.015483871,3000000,1
45492,0.75,0.66,1,1,0,3465600,3465600,0,78,0,780,1097900,1011500,1356200,0.39784,0.01516129,3000000,1
45493,0.75,0.66,1,1,1,3175000,3175000,0,53,0,530,1546300,18500,1610200,0.399189,0.01483871,0,0
45494,0.5,0.33,0,0,1,1175100,1175100,0,36,0,360,816100,0,359000,0.404988,0.014516129,0,0
45495,0.5,0.33,0,0,0,1635500,1635500,0,52,0,530,319000,505500,811000,0.403628,0.014193548,0,0
45496,0.75,0.66,0,1,0,3329900,3329900,0,61,0,620,1491000,1141100,697800,0.403628,0.013870968,3000000,1
45497,0.75,0.66,0,1,0,2277900,2277900,0,59,0,590,806100,567200,904600,0.403628,0.013548387,0,0
45498,0.5,0.33,0,0,0,1917100,1917100,0,55,0,570,556500,328900,1031700,0.398964,0.013225807,0,0
45499,0.5,0.33,0,0,0,1828800,1828800,0,52,0,520,737900,223000,867900,0.4015,0.012903226,0,0
45500,0.75,0.66,0,1,1,2501500,2501500,0,56,0,560,1155800,333000,1012700,0.404675,0.012580645,3000000,1
45501,0.75,0.66,0,1,1,3263500,3263500,0,56,0,580,2054100,0,1209400,0.403809,0.012258065,3000000,1
45502,0.25,0.33,0,0,0,690300,690300,0,31,0,310,187800,129500,373000,0.401857,0.011935484,0,0
45503,0.75,0.66,0,1,0,2890300,2890300,0,67,0,670,1162700,641500,1086100,0.401857,0.011612903,0,0
45504,0.75,0.66,0,1,0,3249050,3249050,0,76,0,760,777500,1066000,1405550,0.401857,0.011290323,0,0
45505,0.5,0.33,1,0,0,1858200,1858200,0,47,0,470,652400,450100,755700,0.405947,0.010967742,0,0
45506,0.75,0.66,1,1,0,3170660,3170660,0,76,0,780,1124160,555500,1491000,0.407928,0.010645161,3000000,1
45507,1.0,0.66,1,1,1,4302500,4302500,0,92,0,950,2290700,1056400,955400,0.404759,0.01,3000000,1
45508,0.75,0.66,1,1,1,2820100,2820100,0,57,0,570,2020800,0,799300,0.408308,0.01,0,0
45509,0.5,0.33,1,0,0,1572500,1572500,0,49,0,490,470800,609500,492200,0.41305,0.01,0,0
45510,0.5,0.33,0,0,0,1621900,1621900,0,48,0,480,60000,784400,777500,0.41305,0.01,0,0
45511,0.75,0.66,0,1,0,3197100,3197100,0,55,0,550,2026800,0,1170300,0.41305,0.01,3000000,1
45512,1.0,0.66,0,1,0,4966800,4966800,0,79,0,790,1096600,2876000,994200,0.415261,0.01,3000000,1
45513,0.5,0.33,0,0,0,1967800,1967800,0,52,0,520,580500,705000,682300,0.41385,0.01,0,0
45514,0.75,0.66,0,1,1,2413900,2413900,0,55,0,570,940400,315500,1158000,0.413136,0.01,0,0
45515,0.5,0.33,0,0,1,1984100,1984100,0,42,0,420,1222200,0,761900,0.405881,0.01,0,0
45516,0.75,0.66,0,1,0,2026400,2026400,0,53,0,530,309000,809500,907900,0.406864,0.01,0,0
45517,0.75,0.66,0,1,0,2359000,2359000,0,56,0,560,1112400,303000,943600,0.406864,0.01,0,0
45518,0.5,0.33,0,0,0,1145300,1145300,0,42,0,420,166600,350500,628200,0.406864,0.01,0,0
45519,0.75,0.66,1,1,0,2630100,2630100,0,61,0,610,248400,1026700,1355000,0.404993,0.01,0,0
45520,0.75,0.66,1,1,0,2219150,2219150,0,61,0,620,788550,482500,948100,0.403125,0.01,3000000,1
45521,0.75,0.66,1,1,1,3704500,3704500,0,80,0,800,770400,1378000,1556100,0.40142,0.01,3000000,1
45522,0.75,0.66,1,1,1,2339500,2339500,0,46,0,470,1636800,0,702700,0.401208,0.01,0,0
45523,0.5,0.33,1,0,0,1806600,1806600,0,43,0,430,765100,0,1041500,0.403088,0.01,0,0
45524,0.75,0.66,1,1,0,2475900,2475900,0,58,0,580,165900,245000,2065000,0.403088,0.01,0,0
45525,0.75,0.66,0,1,0,2254000,2254000,0,44,0,440,1115000,589000,550000,0.403088,0.01,0,0
45526,0.5,0.33,0,0,0,1238200,1238200,0,33,0,330,283800,276900,677500,0.4028,0.01,0,0
45527,0.75,0.66,0,1,0,2236000,2236000,0,48,0,480,920800,493500,821700,0.400257,0.01,3000000,1
45528,0.75,0.66,0,1,1,2960200,2960200,0,65,0,650,1102800,561000,1296400,0.402657,0.01,3000000,1
45529,0.5,0.33,0,0,1,1604100,1604100,0,36,0,370,1085100,0,519000,0.4072,0.01,0,0
45530,0.75,0.66,0,1,0,3411150,3411150,0,78,0,780,552300,1401000,1457850,0.40215,0.01,0,0
45531,0.75,0.66,0,1,0,2226000,2226000,0,57,0,570,654000,810000,762000,0.40215,0.01,0,0
45532,0.75,0.66,0,1,0,2348400,2348400,0,51,0,510,314800,633000,1400600,0.40215,0.01,0,0
45533,0.75,0.66,0,1,0,2641800,2641800,0,62,0,620,1005200,273500,1363100,0.402328,0.01,3000000,1
45534,0.75,0.66,0,1,0,3124500,3124500,0,68,0,680,748800,908500,1467200,0.403672,0.01,3000000,1
45535,1.0,1.0,0,1,1,6878600,6878600,0,129,0,1290,2393900,876500,3608200,0.409881,0.01,3000000,1
45536,0.5,0.33,1,0,0,1425400,1425400,0,51,0,510,36900,652800,735700,0.41005,0.055032258,0,0
45537,0.5,0.33,1,0,1,1989400,1989400,0,59,0,590,157000,946300,886100,0.408755,54.0,0,0
45538,0.5,0.33,1,0,1,1200200,1200200,0,30,0,300,274000,0,926200,0.40607,54.0,0,0
45539,0.5,0.33,1,0,0,1284600,1284600,0,42,0,420,185000,434000,665600,0.40607,0.053033333,0,0
45540,0.5,0.33,1,0,0,1544300,1544300,0,44,0,440,399600,365000,779700,0.40607,0.052066667,0,0
45541,0.25,0.33,0,0,0,749950,749950,0,32,0,320,173800,240300,335850,0.40503,0.0511,0,0
45542,0.5,0.33,0,0,0,1254550,1254550,0,39,0,390,374600,511700,368250,0.40878,0.050133333,0,0
45543,0.5,0.33,0,0,0,1442850,1442850,0,38,0,380,69900,348600,1024350,0.40745,0.049166667,0,0
45544,0.75,0.66,0,1,1,2509550,2509550,0,63,0,630,603800,1035400,870350,0.40155,0.0482,3000000,1
45545,0.25,0.33,0,0,1,575200,575200,0,17,0,170,62000,0,513200,0.40125,0.047233333,0,0
45546,0.25,0.33,0,0,0,838800,838800,0,26,0,260,83400,266000,489400,0.40125,0.046266667,0,0
45547,0.5,0.33,0,0,0,1545400,1545400,0,42,0,420,89300,667900,788200,0.40125,0.0453,0,0
45548,0.25,0.33,0,0,0,780250,780250,0,30,0,300,97100,374000,309150,0.39915,0.044333333,0,0
45549,0.5,0.33,0,0,0,1066600,1066600,0,37,0,370,91900,486000,488700,0.398515,0.043366667,0,0
45550,0.5,0.33,1,0,0,1628700,1628700,0,51,0,510,38800,817500,772400,0.39395,0.0424,0,0
45551,0.75,0.66,1,1,1,2384500,2384500,0,83,0,830,45500,1207000,1132000,0.39305,0.041433333,3000000,1
45552,0.75,0.66,1,1,1,2387850,2387850,0,32,0,320,461500,0,1926350,0.39275,0.040466667,3000000,1
45553,0.5,0.33,1,0,0,1224700,1224700,0,29,0,290,555700,633000,36000,0.39275,0.0395,0,0
45554,0.75,0.66,1,1,0,2369550,2369550,0,50,0,530,206100,197500,1965950,0.39275,0.038533333,3000000,1
45555,0.5,0.33,1,0,0,1191100,1191100,0,34,0,350,149900,333400,707800,0.390135,0.037566667,0,0
45556,0.5,0.33,0,0,0,1294600,1294600,0,44,0,440,131100,334000,829500,0.39275,0.0366,0,0
45557,0.25,0.33,0,0,0,959300,959300,0,30,0,300,100800,491500,367000,0.39195,0.035633333,0,0
45558,0.5,0.33,0,0,1,1925900,1925900,0,56,0,560,0,932300,993600,0.39475,0.034666667,0,0
45559,0.25,0.33,0,0,1,657800,657800,0,20,0,200,0,0,657800,0.39935,0.0337,0,0
45560,0.5,0.33,0,0,0,1333900,1333900,0,45,0,450,24500,392900,916500,0.39935,0.032733333,0,0
45561,0.5,0.33,0,0,0,1103500,1103500,0,32,0,320,0,591800,511700,0.39935,0.031766667,0,0
45562,0.75,0.66,0,1,0,2074000,2074000,0,52,0,520,129800,1251500,692700,0.40515,0.0308,3000000,1
45563,0.75,0.66,0,1,0,2992100,2992100,0,45,0,450,1499200,569000,923900,0.40675,0.029833333,3000000,1
45564,0.75,0.66,0,1,0,2257850,2257850,0,49,0,490,542600,560000,1155250,411.0,0.028866667,3000000,1
45565,0.75,0.66,0,1,1,2660150,2660150,0,68,0,680,707000,925800,1027350,0.40635,0.0279,3000000,1
45566,0.5,0.33,1,0,1,1791050,1791050,0,32,0,320,622000,0,1169050,0.4075,0.026933333,0,0
45567,0.75,0.66,1,1,0,2074900,2074900,0,54,0,550,96600,1027600,950700,0.4075,25.0,0,0
45568,0.5,0.33,1,0,0,1602250,1602250,0,42,0,420,335600,636000,630650,0.4075,25.0,0,0
45569,0.5,0.33,1,0,0,1445200,1445200,0,38,0,380,300700,490000,654500,0.41595,0.025709677,0,0
45570,0.5,0.33,1,0,0,1718300,1718300,0,50,0,500,76200,461000,1181100,0.422285,0.026419355,0,0
45571,0.75,0.66,0,1,0,2782600,2782600,0,73,0,730,273400,1172500,1336700,0.42885,0.027129032,3000000,1
45572,0.5,0.33,0,0,1,1740100,1740100,0,55,0,550,188300,705000,846800,0.43415,0.02783871,0,0
45573,0.25,0.33,0,0,1,910300,910300,0,26,0,260,297100,0,613200,0.4324,0.028548387,0,0
45574,0.5,0.33,0,0,0,1207300,1207300,0,37,0,370,307600,309400,590300,0.4324,0.029258065,0,0
45575,0.5,0.33,0,0,0,1900900,1900900,0,44,0,440,0,1266500,634400,0.4324,0.029967742,3000000,1
45576,0.75,0.66,0,1,0,3345500,3345500,0,70,0,700,386200,1479000,1480300,0.431372,0.030677419,3000000,1
45577,0.5,0.33,0,0,0,1027000,1027000,0,32,0,320,199000,174500,653500,0.421845,0.031387097,0,0
45578,0.5,0.33,0,0,0,1558150,1558150,0,42,0,420,598650,398500,561000,0.42115,0.032096774,0,0
45579,0.5,0.33,0,0,1,1933400,1933400,0,54,0,540,274600,628500,1030300,0.42775,0.032806452,0,0
45580,0.5,0.33,1,0,1,1209100,1209100,0,27,0,270,885100,0,324000,0.42345,0.033516129,0,0
45581,0.5,0.33,1,0,0,1771250,1771250,0,26,0,280,523100,0,1248150,0.42345,0.034225807,0,0
45582,0.75,0.66,1,1,0,2138650,2138650,0,54,0,540,890300,690500,557850,0.42345,0.034935484,3000000,1
45583,0.75,0.66,1,1,0,2130700,2130700,0,53,0,530,247800,701000,1181900,424.0,0.035645161,3000000,1
45584,0.75,0.66,1,1,0,2540900,2540900,0,68,0,680,187500,1299400,1054000,0.41901,0.036354839,3000000,1
45585,0.5,0.33,1,0,0,1878400,1878400,0,52,0,520,236200,518000,1124200,0.42475,0.037064516,0,0
45586,0.75,0.66,0,1,1,2525300,2525300,0,48,0,480,0,1088000,1437300,0.42735,0.037774194,0,0
45587,0.75,0.66,0,1,1,3020800,3020800,0,25,0,250,39000,0,2981800,0.42335,0.038483871,0,0
45588,0.25,0.33,0,0,0,915600,915600,0,35,0,350,19500,377500,518600,0.42335,0.039193548,0,0
45589,0.5,0.33,0,0,0,1535500,1535500,0,33,0,330,1050900,36000,448600,0.42335,0.039903226,0,0
45590,0.75,0.66,0,1,0,3050800,3050800,0,55,0,550,275400,448000,2327400,0.42175,0.040612903,3000000,1
45591,0.5,0.33,0,0,0,1966300,1966300,0,37,0,370,1293400,418500,254400,0.42105,0.041322581,0,0
45592,0.5,0.33,0,0,0,1681400,1681400,0,49,0,500,102900,926500,652000,0.41806,0.042032258,0,0
45593,0.75,0.66,0,1,1,3185400,3185400,0,72,0,720,802600,945500,1437300,0.41325,0.042741936,3000000,1
45594,0.25,0.33,0,0,1,906900,906900,0,23,0,230,493000,0,413900,0.40975,0.043451613,0,0
45595,0.5,0.33,0,0,0,1904700,1904700,0,51,0,510,491800,462200,950700,0.40975,0.04416129,0,0
45596,0.75,0.66,0,1,0,2644300,2644300,0,52,0,530,809100,521500,1313700,0.40975,0.044870968,0,0
45597,0.5,0.33,1,0,0,1703500,1703500,0,52,0,520,468500,373900,861100,0.40625,0.045580645,0,0
45598,0.75,0.66,1,1,0,2451850,2451850,0,67,0,670,873200,979000,599650,0.41155,47.0,0,0
45599,0.75,0.66,1,1,0,3795700,3795700,0,90,0,910,303000,866500,2626200,0.40775,47.0,3000000,1
45600,0.75,0.66,1,1,1,3767100,3767100,0,79,0,790,1248700,1159500,1358900,0.40225,0.046933333,3000000,1
45601,0.5,0.33,1,0,1,1788250,1788250,0,35,0,370,429900,0,1358350,0.398387,0.046866667,0,0
45602,0.25,0.33,0,0,0,760900,760900,0,18,0,180,32200,0,728700,0.398387,0.0468,0,0
45603,0.5,0.33,0,0,0,1648100,1648100,0,46,0,460,255200,704500,688400,0.398387,0.046733333,0,0
45604,0.5,0.33,0,0,0,1771650,1771650,0,43,0,440,62800,126500,1582350,0.3978,0.046666667,0,0
45605,0.75,0.66,0,1,0,3103100,3103100,0,65,0,660,0,1805300,1297800,0.400788,0.0466,3000000,1
45606,0.75,0.66,0,1,0,2874600,2874600,0,59,0,610,1190300,376500,1307800,0.4093,0.046533333,0,0
45607,0.75,0.66,0,1,1,2525500,2525500,0,67,0,670,550500,1116600,858400,0.40405,0.046466667,0,0
45608,0.5,0.33,0,0,1,1876250,1876250,0,32,0,320,1144500,0,731750,0.402389,0.0464,0,0
45609,0.25,0.33,0,0,0,517300,517300,0,18,0,180,0,0,517300,0.402389,0.046333333,0,0
45610,0.5,0.33,0,0,0,1928050,1928050,0,37,0,370,477400,189500,1261150,0.402389,0.046266667,0,0
45611,0.75,0.66,1,1,0,3161200,3161200,0,60,0,620,1723000,634800,803400,0.4024,0.0462,3000000,1
45612,0.75,0.66,1,1,0,2337600,2337600,0,65,0,650,981600,650800,705200,0.395921,0.046133333,0,0
45613,0.75,0.66,1,1,0,2462900,2462900,0,48,0,480,791100,376500,1295300,0.4037,0.046066667,0,0
45614,0.75,0.66,1,1,1,3944050,3944050,0,73,0,730,1483200,958000,1502850,0.40844,46.0,3000000,1
45615,0.5,0.33,1,0,1,1427900,1427900,0,30,0,300,326700,0,1101200,0.406712,0.045933333,0,0
45616,0.5,0.33,1,0,0,1184900,1184900,0,25,0,250,542700,441300,200900,0.406712,0.045866667,0,0
45617,0.75,0.66,0,1,0,3500150,3500150,0,71,0,710,69200,494800,2936150,0.406712,0.0458,3000000,1
45618,0.5,0.33,0,0,0,1461600,1461600,0,26,0,260,429000,0,1032600,0.40195,0.045733333,0,0
45619,1.0,0.66,0,1,0,5458400,5458400,0,89,0,910,1562400,1390000,2506000,0.40666,0.045666667,3000000,1
