FechaDocumento,Pico_0_B_M_A_TOP,Pico_B_M_A,EsFechaNomina,EsMayor2M,EsFinSemana,TotalVentaNeta,VentaContado,VentaCredito,UnidadesKit,TotalDsctos,Gramos,VentasNORTE,VentasOCCIDENTE,VentasCENTROORIENTE,Dolar,IPC,EsPicoAumetado,EsFechaEspecial
45620,0.5,0.33,0,0,0,1707700,1707700,0,47,0,470,336350,225500,1145850,0.406595,0.0456,0,0
45621,0.75,0.66,0,1,1,3367550,3367550,0,64,0,670,1843200,614800,909550,0.40635,0.045533333,3000000,1
45622,0.5,0.33,0,0,1,1544400,1544400,0,30,0,300,992900,0,551500,0.40375,0.045466667,0,0
45623,0.5,0.33,0,0,0,1202900,1202900,0,35,0,360,128200,397000,677700,0.40375,0.0454,0,0
45624,0.75,0.66,0,1,0,3231600,3231600,0,51,0,510,1773400,843000,615200,0.40375,0.045333333,3000000,1
45625,0.75,0.66,0,1,0,3352200,3352200,0,59,0,600,637100,600500,2114600,0.39775,0.045266667,3000000,1
45626,0.75,0.66,0,1,0,2124500,2124500,0,55,0,560,507100,580400,1037000,0.39475,0.0452,0,0
45627,1.0,0.66,1,1,0,4430900,4430900,0,91,0,910,2200100,826300,1404500,0.40005,0.045133333,3000000,1
45628,1.0,0.66,1,1,1,5093500,5093500,0,94,0,950,1732300,1525600,1835600,0.400757,45.0,3000000,1
45629,0.5,0.33,1,0,1,1525500,1525500,0,30,0,300,383400,0,1142100,0.39625,45.0,0,0
45630,0.5,0.33,1,0,0,1820300,1820300,0,54,0,540,249300,713000,858000,0.39625,0.046516129,0,0
45631,0.75,0.66,1,1,0,2903300,2903300,0,55,0,560,1076400,402000,1424900,0.39625,0.048032258,3000000,1
45632,0.75,0.66,0,1,0,3471250,3471250,0,68,0,690,1280100,644000,1547150,0.40175,0.049548387,3000000,1
45633,0.75,0.66,0,1,0,3144650,3144650,0,74,0,740,915200,1543200,686250,0.3995,0.051064516,3000000,1
45634,0.5,0.33,0,0,0,1168600,1168600,0,23,0,230,217400,0,951200,0.400834,0.052580645,0,0
45635,0.75,0.66,0,1,1,2521650,2521650,0,55,0,550,614000,494500,1413150,0.398572,0.054096774,0,0
45636,0.75,0.66,0,1,1,2276500,2276500,0,33,0,350,1153900,0,1122600,0.3984,0.055612903,0,0
45637,0.75,0.66,0,1,0,3977700,3977700,0,67,0,680,1381000,387900,2208800,0.3984,0.057129032,3000000,1
45638,0.75,0.66,0,1,0,2878250,2878250,0,66,0,670,326550,1163000,1388700,0.3984,0.058645161,0,0
45639,0.75,0.66,0,1,0,2388300,2259300,129000,49,0,490,486400,850000,1051900,0.39575,0.06016129,0,0
45640,1.0,0.66,0,1,0,4426200,4426200,0,89,0,910,1532700,900500,1993000,0.398627,0.061677419,3000000,1
45641,0.75,0.66,1,1,0,3861300,3861300,0,82,0,850,1306100,360500,2194700,0.39675,0.063193548,0,0
45642,1.0,0.66,1,1,1,5716710,5716710,0,91,3732,930,1523700,537000,3656010,0.396599,0.064709677,3000000,1
45643,1.0,0.66,1,1,1,4349650,4349650,0,69,0,690,1057600,322500,2969550,0.393866,0.066225807,0,0
45644,1.0,0.66,1,1,0,4411950,4411950,0,80,0,820,997100,888500,2526350,0.393866,0.067741936,0,0
45645,1.0,0.66,1,1,0,5497500,5497500,0,93,0,950,1748400,2226400,1522700,0.393866,0.069258065,0,0
45646,1.0,0.66,1,1,0,5929800,5929800,0,108,0,1090,1396600,1370000,3163200,0.39335,0.070774194,3000000,1
45647,1.0,1.0,0,1,0,9520000,9520000,0,114,0,1140,1265300,1568000,6686700,0.394768,0.072290323,3000000,1
45648,1.0,1.0,0,1,0,8671150,8671150,0,148,0,1480,1591950,1861700,5217500,0.393574,0.073806452,3000000,1
45649,1.0,1.0,0,1,1,16255900,16255900,0,251,0,2560,2795500,4735500,8724900,0.39425,0.075322581,3000000,1
45650,1.0,1.0,0,1,1,14642750,14642750,0,227,0,2280,720000,7047400,6875350,0.389534,0.07683871,3000000,1
45651,0.25,0.33,0,0,0,527400,527400,0,8,0,80,326700,0,200700,0.389534,0.078354839,0,0
45652,0.75,0.66,0,1,0,2969750,2969750,0,68,0,680,353800,734000,1881950,0.389534,0.079870968,0,0
45653,0.75,0.66,0,1,0,2168000,2168000,0,50,0,500,228000,1108400,831600,0.395283,0.081387097,0,0
45654,0.5,0.33,0,0,0,1993000,1993000,0,50,0,500,457100,619100,916800,0.38522,0.082903226,0,0
45655,0.75,0.66,0,1,0,3457700,3457700,0,86,0,860,319100,1300400,1838200,0.38285,0.084419355,3000000,1
45656,1.0,0.66,0,1,1,4504400,4504400,0,104,0,1040,1899500,993200,1611700,0.3873,0.085935484,3000000,1
45657,0.25,0.33,0,0,1,891200,891200,0,28,0,280,622500,0,268700,0.387259,0.087451613,0,0
